agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;distTreasure;distEnemy;distBase;health
-1290;0;0;1;-0,001;0;0;0;1;0,4049893;1;0,05477226;1
-1290;0;1;1;-0,002;0;0;0;1;0,4050004;1;0,05462626;1
-1290;0;2;1;-0,003;0;0;0;1;0,4049684;1;0,05465067;1
-1290;0;3;1;-0,004;0;0;0;1;0,4049684;1;0,05465067;1
-1290;0;4;1;-0,005;0;0;0;1;0,4047155;1;0,05484397;1
-1290;0;5;1;-0,006000001;0;0;0;1;0,4045613;1;0,05496205;1
-1290;0;6;1;-0,007000001;0;0;0;1;0,4043816;1;0,05509983;1
-1290;0;7;1;-0,008;0;0;0;1;0,4041079;1;0,05531021;1
-1290;0;8;1;-0,009000001;0;0;0;1;0,4038477;1;0,05551069;1
-1290;0;9;1;-0,01;0;0;0;1;0,4035728;1;0,05572307;1
-1290;0;10;1;-0,011;0;0;0;1;0,4031954;1;0,05601555;1
-1290;0;11;1;-0,012;0;0;0;1;0,4028593;1;0,05627678;1
-1290;0;12;1;-0,013;0;0;0;1;0,4025024;1;0,05655508;1
-1290;0;13;1;-0,014;0;0;0;1;0,4020469;1;0,05691162;1
-1290;0;14;1;-0,015;0;0;0;1;0,4016121;1;0,05725317;1
-1290;0;15;1;-0,016;0;0;0;1;0,4010493;1;0,05769723;1
-1290;0;16;1;-0,017;0;0;0;1;0,4005418;1;0,05809939;1
-1290;0;17;1;-0,018;0;0;0;1;0,4000139;1;0,05851943;1
-1290;0;18;1;-0,019;0;0;0;1;0,3994509;1;0,05896934;1
-1290;0;19;1;-0,02;0;0;0;1;0,3987706;1;0,05951556;1
-1290;0;20;4;-0,021;0;0;0;1;0,3981454;1;0,06001991;1
-1290;0;21;4;-0,022;0;0;0;1;0,3975129;1;0,06053249;1
-1290;0;22;4;-0,023;0;0;0;1;0,3967914;1;0,06111994;1
-1290;0;23;4;-0,024;0;0;0;1;0,3960833;1;0,0616992;1
-1290;0;24;4;-0,025;0;0;0;1;0,3953702;1;0,06228529;1
-1290;0;25;4;-0,026;0;0;0;1;0,3946556;1;0,06287529;1
-1290;0;26;4;-0,027;0;0;0;1;0,3939125;1;0,06349145;1
-1290;0;27;4;-0,028;0;0;0;1;0,3932149;1;0,06407236;1
-1290;0;28;4;-0,029;0;0;0;1;0,3926204;1;0,06456926;1
-1290;0;29;4;-0,03;0;0;0;1;0,3918214;1;0,06523965;1
-1290;0;30;4;-0,031;0;0;0;1;0,3912052;1;0,06575862;1
-1290;0;31;4;-0,032;0;0;0;1;0,3904129;1;0,06642839;1
-1290;0;32;4;-0,033;0;0;0;1;0,3897517;1;0,06698938;1
-1290;0;33;4;-0,034;0;0;0;1;0,3890727;1;0,06756732;1
-1290;0;34;4;-0,035;0;0;0;1;0,3883119;1;0,06821708;1
-1290;0;35;1;-0,03599999;0;0;0;1;0,3876429;1;0,06879035;1
-1290;0;36;1;-0,03699999;0;0;0;1;0,3869719;1;0,06936704;1
-1290;0;37;1;-0,03799999;0;0;0;1;0,3862946;1;0,06995089;1
-1290;0;38;1;-0,03899999;0;0;0;1;0,3855346;1;0,07060808;1
-1290;0;39;1;-0,03999999;0;0;0;1;0,3848537;1;0,07119851;1
-1290;0;40;4;-0,04099999;0;0;0;1;0,3841543;1;0,0718067;1
-1290;0;41;4;-0,04199998;0;0;0;1;0,3834494;1;0,07242128;1
-1290;0;42;4;-0,04299998;0;0;0;1;0,3827732;1;0,07301246;1
-1290;0;43;4;-0,04399998;0;0;0;1;0,3821089;1;0,07359459;1
-1290;0;44;4;-0,04499998;0;0;0;1;0,3813408;1;0,07426939;1
-1290;0;45;1;-0,04599998;0;0;0;1;0,380669;1;0,07486112;1
-1290;0;46;1;-0,04699998;0;0;0;1;0,3799962;1;0,07545508;1
-1290;0;47;1;-0,04799997;0;0;0;1;0,3792329;1;0,07613045;1
-1290;0;48;1;-0,04899997;0;0;0;1;0,3785705;1;0,07671798;1
-1290;0;49;1;-0,04999997;0;0;0;1;0,3779006;1;0,0773133;1
