agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;distTreasure;distEnemy;distBase;health;score
-1724;0;0;1;-0,001;0;0;0;1;0,3707154;1;0,05477226;1;0
-1724;0;1;1;-0,002;0;0;0;1;0,3707276;1;0,05462626;1;0
-1724;0;2;1;-0,003;0;0;0;1;0,3706957;1;0,05465722;1;0
-1724;0;3;1;-0,004;0;0;0;1;0,3706957;1;0,05465722;1;0
-1724;0;4;1;-0,005;0;0;0;1;0,3706957;1;0,05465722;1;0
-1724;0;5;1;-0,006000001;0;0;0;1;0,3704426;1;0,05490218;1;0
-1724;0;6;1;-0,007000001;0;0;0;1;0,3702629;1;0,05507618;1;0
-1724;0;7;1;-0,008;0;0;0;1;0,3700139;1;0,05531731;1;0
-1724;0;8;1;-0,009000001;0;0;0;1;0,3697644;1;0,05555896;1;0
-1724;0;9;1;-0,01;0;0;0;1;0,3694241;1;0,05588879;1;0
-1724;0;10;1;-0,011;0;0;0;1;0,3691556;1;0,05614905;1;0
-1724;0;11;1;-0,012;0;0;0;1;0,3687818;1;0,0565116;1;0
-1724;0;12;1;-0,013;0;0;0;1;0,3683862;1;0,05689536;1;0
-1724;0;13;1;-0,014;0;0;0;1;0,3679144;1;0,05735329;1;0
-1724;0;14;1;-0,015;0;0;0;1;0,3674937;1;0,05776191;1;0
-1724;0;15;1;-0,016;0;0;0;1;0,3669839;1;0,05825713;1;0
-1724;0;16;1;-0,017;0;0;0;1;0,3664857;1;0,05874138;1;0
-1724;0;17;1;-0,018;0;0;0;1;0,3659581;1;0,05925455;1;0
-1724;0;18;1;-0,019;0;0;0;1;0,3653519;1;0,05984433;1;0
-1724;0;19;1;-0,02;0;0;0;1;0,3646648;1;0,06051331;1;0
-1724;0;20;1;-0,021;0;0;0;1;0,3640829;1;0,06108009;1;0
-1724;0;21;1;-0,022;0;0;0;1;0,3633581;1;0,0617866;1;0
-1724;0;22;1;-0,023;0;0;0;1;0,3626304;1;0,06249626;1;0
-1724;0;23;1;-0,024;0;0;0;1;0,3619348;1;0,06317511;1;0
-1724;0;24;1;-0,025;0;0;0;1;0,3612786;1;0,06381572;1;0
-1724;0;25;1;-0,026;0;0;0;1;0,3605543;1;0,06452326;1;0
-1724;0;26;1;-0,027;0;0;0;1;0,3599015;1;0,06516118;1;0
-1724;0;27;1;-0,028;0;0;0;1;0,3591698;1;0,06587664;1;0
-1724;0;28;1;-0,029;0;0;0;1;0,3584794;1;0,06655214;1;0
-1724;0;29;1;-0,03;0;0;0;1;0,3577461;1;0,06726975;1;0
-1724;0;30;1;-0,031;0;0;0;1;0,3571405;1;0,06786274;1;0
-1724;0;31;1;-0,032;0;0;0;1;0,3563685;1;0,06861897;1;0
-1724;0;32;1;-0,033;0;0;0;1;0,3556787;1;0,06929489;1;0
-1724;0;33;1;-0,034;0;0;0;1;0,355015;1;0,06994566;1;0
-1724;0;34;1;-0,035;0;0;0;1;0,3542641;1;0,07068202;1;0
-1724;0;35;1;-0,03599999;0;0;0;1;0,3536469;1;0,07128765;1;0
-1724;0;36;1;-0,03699999;0;0;0;1;0,3528833;1;0,07203706;1;0
-1724;0;37;1;-0,03799999;0;0;0;1;0,3522058;1;0,07270234;1;0
-1724;0;38;1;-0,03899999;0;0;0;1;0,3514206;1;0,07347351;1;0
-1724;0;39;1;-0,03999999;0;0;0;1;0,3507957;1;0,07408753;1;0
-1724;0;40;1;-0,04099999;0;0;0;1;0,3500611;1;0,07480953;1;0
-1724;0;41;1;-0,04199998;0;0;0;1;0,349382;1;0,07547732;1;0
-1724;0;42;1;-0,04299998;0;0;0;1;0,3486305;1;0,07621644;1;0
-1724;0;43;1;-0,04399998;0;0;0;1;0,347929;1;0,07690654;1;0
-1724;0;44;1;-0,04499998;0;0;0;1;0,3472778;1;0,0775474;1;0
-1724;0;45;1;-0,04599998;0;0;0;1;0,3465739;1;0,07824031;1;0
-1724;0;46;1;-0,04699998;0;0;0;1;0,3458362;1;0,07896668;1;0
-1724;0;47;1;-0,04799997;0;0;0;1;0,3451902;1;0,07960294;1;0
-1724;0;48;1;-0,04899997;0;0;0;1;0,3444568;1;0,08032554;1;0
-1724;0;49;1;-0,04999997;0;0;0;1;0,343816;1;0,08095697;1;0
-1724;0;50;1;-0,05099997;0;0;0;1;0,3431095;1;0,08165332;1;0
-1724;0;51;1;-0,05199997;0;0;0;1;0,3423717;1;0,08238082;1;0
-1724;0;52;1;-0,05299997;0;0;0;1;0,3416231;1;0,08311903;1;0
-1724;0;53;1;-0,05399996;0;0;0;1;0,3410267;1;0,08370739;1;0
-1724;0;54;1;-0,05499996;0;0;0;1;0,3402322;1;0,08449125;1;0
-1724;0;55;1;-0,05599996;0;0;0;1;0,3395244;1;0,08518982;1;0
-1724;0;56;1;-0,05699996;0;0;0;1;0,338909;1;0,08579728;1;0
-1724;0;57;1;-0,05799996;0;0;0;1;0,338184;1;0,08651303;1;0
-1724;0;58;1;-0,05899996;0;0;0;1;0,3375012;1;0,08718726;1;0
-1724;0;59;1;-0,05999995;0;0;0;1;0,3367788;1;0,08790083;1;0
-1724;0;60;1;-0,06099995;0;0;0;1;0,336036;1;0,0886346;1;0
-1724;0;61;1;-0,06199995;0;0;0;1;0,3354151;1;0,08924808;1;0
-1724;0;62;1;-0,06299995;0;0;0;1;0,3346742;1;0,08998029;1;0
-1724;0;63;1;-0,06399995;0;0;0;1;0,3339816;1;0,09066489;1;0
-1724;0;64;1;-0,06499995;0;0;0;1;0,3332393;1;0,09139878;1;0
-1724;0;65;1;-0,06599995;0;0;0;1;0,332547;1;0,09208335;1;0
-1724;0;66;1;-0,06699996;0;0;0;1;0,3319041;1;0,09271919;1;0
-1724;0;67;1;-0,06799996;0;0;0;1;0,3312055;1;0,09341014;1;0
-1724;0;68;1;-0,06899996;0;0;0;1;0,3304717;1;0,09413611;1;0
-1724;0;69;1;-0,06999996;0;0;0;1;0,3297984;1;0,09480232;1;0
-1724;0;70;1;-0,07099997;0;0;0;1;0,3290643;1;0,0955288;1;0
-1724;0;71;1;-0,07199997;0;0;0;1;0,3284087;1;0,09617768;1;0
-1724;0;72;1;-0,07299997;0;0;0;1;0,3276844;1;0,0968947;1;0
-1724;0;73;1;-0,07399997;0;0;0;1;0,326993;1;0,09757925;1;0
-1724;0;74;1;-0,07499997;0;0;0;1;0,3262452;1;0,09831978;1;0
-1724;0;75;1;-0,07599998;0;0;0;1;0,3255321;1;0,09902604;1;0
-1724;0;76;1;-0,07699998;0;0;0;1;0,3248737;1;0,09967813;1;0
-1724;0;77;1;-0,07799998;0;0;0;1;0,3242285;1;0,1003173;1;0
-1724;0;78;1;-0,07899998;0;0;0;1;0,3235143;1;0,1010249;1;0
-1724;0;79;1;-0,07999998;0;0;0;1;0,3227826;1;0,1017499;1;0
-1724;0;80;1;-0,08099999;0;0;0;1;0,3220284;1;0,1024974;1;0
-1724;0;81;1;-0,08199999;0;0;0;1;0,3213864;1;0,1031337;1;0
-1724;0;82;1;-0,08299999;0;0;0;1;0,3206522;1;0,1038615;1;0
-1724;0;83;1;-0,08399999;0;0;0;1;0,3199734;1;0,1045344;1;0
-1724;0;84;1;-0,08499999;0;0;0;1;0,3192439;1;0,1052578;1;0
-1724;0;85;1;-0,086;0;0;0;1;0,3185363;1;0,1059594;1;0
-1724;0;86;1;-0,087;0;0;0;1;0,3178783;1;0,106612;1;0
-1724;0;87;1;-0,088;0;0;0;1;0,3171377;1;0,1073465;1;0
-1724;0;88;1;-0,089;0;0;0;1;0,316449;1;0,1080297;1;0
-1724;0;89;1;-0,09;0;0;0;1;0,3158174;1;0,1086563;1;0
-1724;0;90;1;-0,09100001;0;0;0;1;0,3150831;1;0,1093849;1;0
-1724;0;91;1;-0,09200001;0;0;0;1;0,3143542;1;0,110108;1;0
-1724;0;92;1;-0,09300001;0;0;0;1;0,3136926;1;0,1107646;1;0
-1724;0;93;1;-0,09400001;0;0;0;1;0,3130183;1;0,1114339;1;0
-1724;0;94;1;-0,09500001;0;0;0;1;0,3122857;1;0,1121611;1;0
-1724;0;95;1;-0,09600002;0;0;0;1;0,3115793;1;0,1128622;1;0
-1724;0;96;1;-0,09700002;0;0;0;1;0,3108279;1;0,1136082;1;0
-1724;0;97;1;-0,09800002;0;0;0;1;0,3101804;1;0,114251;1;0
-1724;0;98;1;-0,09900002;0;0;0;1;0,309503;1;0,1149236;1;0
-1724;0;99;1;-0,1;0;0;0;1;0,3087808;1;0,1156407;1;0
-1724;0;100;1;-0,101;0;0;0;1;0,3080763;1;0,1163405;1;0
-1724;0;101;1;-0,102;0;0;0;1;0,3073495;1;0,1170623;1;0
-1724;0;102;1;-0,103;0;0;0;1;0,3067154;1;0,1176922;1;0
-1724;0;103;1;-0,104;0;0;0;1;0,3060241;1;0,1183788;1;0
-1724;0;104;1;-0,105;0;0;0;1;0,3052891;1;0,119109;1;0
-1724;0;105;1;-0,106;0;0;0;1;0,3045862;1;0,1198073;1;0
-1724;0;106;1;-0,107;0;0;0;1;0,3038358;1;0,1205529;1;0
-1724;0;107;1;-0,108;0;0;0;1;0,3031942;1;0,1211905;1;0
-1724;0;108;1;-0,109;0;0;0;1;0,3025088;1;0,1218716;1;0
-1724;0;109;1;-0,11;0;0;0;1;0,3017718;1;0,122604;1;0
-1724;0;110;1;-0,111;0;0;0;1;0,3010483;1;0,1233231;1;0
-1724;0;111;1;-0,112;0;0;0;1;0,3003353;1;0,1240319;1;0
-1724;0;112;1;-0,1130001;0;0;0;1;0,2996965;1;0,1246668;1;0
