agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;weaponPointOnMap;HPPointOnMap;highWeaponStrength;middleWeaponStrength;lowWeaponStrength;highHP;middleHP;lowHP
-3822;0;0;1;0,099;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;1;1;0,198;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;2;1;0,297;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;3;1;0,396;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;4;1;0,495;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;5;1;0,594;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;6;1;0,6930001;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;7;1;0,7920001;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;8;1;0,8910002;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;9;1;0,9900002;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;10;1;1,089;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;11;1;1,188;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;12;1;1,287;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;13;1;1,386;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;14;1;1,485;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;15;1;1,584;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;16;1;1,683;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;17;1;1,782;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;18;1;1,881;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;19;1;1,98;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;20;1;2,079;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;21;1;2,178;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;22;1;2,277;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;23;1;2,376;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;24;1;2,475;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;25;1;2,574;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;26;1;2,673;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;27;1;2,772;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;28;1;2,871;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;29;1;2,97;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;30;1;3,069;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;31;1;3,168;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;32;1;3,267;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;33;1;3,366;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;34;1;3,465;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;35;1;3,564;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;36;1;3,663;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;37;1;3,762;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;38;1;3,861;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;39;1;3,96;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;40;1;4,059;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;41;1;4,158;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;42;1;4,256999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;43;1;4,355999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;44;1;4,454999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;45;1;4,553999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;46;1;4,652999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;47;1;4,751999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;48;1;4,850999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;49;1;4,949999;0;0;0;1;1;1;1;0;0;1;0;0
-3822;0;50;1;5,048999;0;0;0;1;1;1;1;0;0;1;0;0
