agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;weaponPointOnMap;HPPointOnMap;highWeaponStrength;middleWeaponStrength;lowWeaponStrength;highHP;middleHP;lowHP
-2060;6;0;1;0,099;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;1;1;0,198;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;2;1;0,297;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;3;1;0,396;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;4;1;0,495;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;5;1;0,594;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;6;1;0,6930001;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;7;1;0,7920001;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;8;1;0,8910002;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;9;1;0,9900002;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;10;1;1,089;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;11;1;1,188;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;12;1;1,287;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;13;1;1,386;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;14;1;1,485;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;15;1;1,584;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;16;1;1,683;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;17;1;1,782;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;18;1;1,881;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;19;1;1,98;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;20;1;2,079;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;21;1;2,178;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;22;1;2,277;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;23;1;2,376;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;24;1;2,475;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;25;1;2,574;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;26;1;2,673;0;0;0;1;1;1;1;0;0;1;0;0
-2060;6;27;1;2,772;0;0;0;1;1;1;1;0;0;1;0;0
