agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;weaponPointOnMap;HPPointOnMap;highWeaponStrength;middleWeaponStrength;lowWeaponStrength;highHP;middleHP;lowHP
-3590;0;0;1;0,099;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;1;1;0,198;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;2;1;0,297;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;3;1;0,396;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;4;1;0,495;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;5;1;0,594;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;6;1;0,6930001;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;7;1;0,7920001;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;8;1;0,8910002;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;9;1;0,9900002;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;10;1;1,089;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;11;1;1,188;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;12;1;1,287;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;13;1;1,386;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;14;1;1,485;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;15;1;1,584;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;16;1;1,683;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;17;1;1,782;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;18;1;1,881;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;19;1;1,98;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;20;1;2,079;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;21;1;2,178;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;22;1;2,277;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;23;1;2,376;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;24;1;2,475;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;25;1;2,574;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;26;1;2,673;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;27;1;2,772;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;28;1;2,871;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;29;1;2,97;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;30;1;3,069;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;31;1;3,168;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;32;1;3,267;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;33;1;3,366;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;34;1;3,465;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;35;1;3,564;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;36;1;3,663;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;37;1;3,762;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;38;1;3,861;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;39;1;3,96;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;40;1;4,059;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;41;1;4,158;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;42;1;4,256999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;43;1;4,355999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;44;1;4,454999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;45;1;4,553999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;46;1;4,652999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;47;1;4,751999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;48;1;4,850999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;49;1;4,949999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;50;1;5,048999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;51;1;5,147999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;52;1;5,246999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;53;1;5,345999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;54;1;5,444999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;55;1;5,543999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;56;1;5,642999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;57;1;5,741999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;58;1;5,840999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;59;1;5,939999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;60;1;6,038999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;61;1;6,137999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;62;1;6,236999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;63;1;6,335999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;64;1;6,434999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;65;1;6,533999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;66;1;6,632999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;67;1;6,731999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;68;1;6,830999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;69;1;6,929999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;70;1;7,028999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;71;1;7,127999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;72;1;7,226999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;73;1;7,325999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;74;1;7,424999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;75;1;7,523999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;76;1;7,622999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;77;1;7,721999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;78;1;7,820999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;79;1;7,919999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;80;1;8,018999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;81;1;8,117999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;82;1;8,216999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;83;1;8,315999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;84;1;8,414999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;85;1;8,513999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;86;1;8,612999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;87;1;8,711999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;88;1;8,810999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;89;1;8,909999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;90;1;9,008999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;91;1;9,107999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;92;1;9,206999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;93;1;9,305999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;94;1;9,404999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;95;1;9,503999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;96;1;9,602999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;97;1;9,701999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;98;1;9,800999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;99;1;9,899999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;100;1;9,998999;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;101;1;10,098;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;102;1;10,197;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;103;1;10,296;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;104;1;10,395;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;105;1;10,494;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;106;1;10,593;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;107;1;10,692;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;108;1;10,791;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;109;1;10,89;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;110;1;10,989;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;111;1;11,088;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;112;1;11,187;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;113;1;11,286;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;114;1;11,385;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;115;1;11,484;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;116;1;11,583;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;117;1;11,682;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;118;1;11,781;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;119;1;11,88;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;120;1;11,979;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;121;1;12,078;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;122;1;12,177;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;123;1;12,276;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;124;1;12,375;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;125;1;12,474;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;126;1;12,573;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;127;1;12,672;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;128;1;12,771;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;129;1;12,87;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;130;1;12,969;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;131;1;13,068;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;132;1;13,167;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;133;1;13,266;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;134;1;13,365;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;135;1;13,464;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;136;1;13,563;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;137;1;13,662;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;138;1;13,761;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;139;1;13,86;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;140;1;13,959;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;141;1;14,058;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;142;1;14,157;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;143;1;14,256;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;144;1;14,355;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;145;1;14,454;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;146;1;14,553;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;147;1;14,652;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;148;1;14,751;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;149;1;14,85;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;150;1;14,949;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;151;1;15,048;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;152;1;15,147;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;153;1;15,246;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;154;1;15,345;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;155;1;15,444;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;156;1;15,543;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;157;1;15,642;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;158;1;15,741;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;159;1;15,84;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;160;1;15,939;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;161;1;16,038;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;162;1;16,137;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;163;1;16,236;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;164;1;16,335;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;165;1;16,434;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;166;1;16,533;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;167;1;16,632;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;168;1;16,731;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;169;1;16,83;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;170;1;16,929;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;171;1;17,02801;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;172;1;17,12701;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;173;1;17,22601;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;174;1;17,32501;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;175;1;17,42401;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;176;1;17,52301;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;177;1;17,62201;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;178;1;17,72101;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;179;1;17,82001;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;180;1;17,91901;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;181;1;18,01801;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;182;1;18,11702;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;183;1;18,21602;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;184;1;18,31502;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;185;1;18,41402;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;186;1;18,51302;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;187;1;18,61202;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;188;1;18,71102;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;189;1;18,81002;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;190;1;18,90902;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;191;1;19,00802;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;192;1;19,10703;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;193;1;19,20603;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;194;1;19,30503;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;195;1;19,40403;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;196;1;19,50303;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;197;1;19,60203;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;198;1;19,70103;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;199;1;19,80003;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;200;1;19,89903;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;201;1;19,99803;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;202;1;20,09703;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;203;1;20,19604;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;204;1;20,29504;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;205;1;20,39404;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;206;1;20,49304;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;207;1;20,59204;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;208;1;20,69104;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;209;1;20,79004;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;210;1;20,88904;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;211;1;20,98804;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;212;1;21,08704;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;213;1;21,18604;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;214;1;21,28505;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;215;1;21,38405;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;216;1;21,48305;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;217;1;21,58205;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;218;1;21,68105;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;219;1;21,78005;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;220;1;21,87905;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;221;1;21,97805;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;222;1;22,07705;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;223;1;22,17605;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;224;1;22,27505;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;225;1;22,37406;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;226;1;22,47306;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;227;1;22,57206;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;228;1;22,67106;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;229;1;22,77006;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;230;1;22,86906;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;231;1;22,96806;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;232;1;23,06706;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;233;1;23,16606;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;234;1;23,26506;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;235;1;23,36407;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;236;1;23,46307;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;237;1;23,56207;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;238;1;23,66107;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;239;1;23,76007;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;240;1;23,85907;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;241;1;23,95807;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;242;1;24,05707;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;243;1;24,15607;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;244;1;24,25507;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;245;1;24,35407;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;246;1;24,45308;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;247;1;24,55208;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;248;1;24,65108;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;249;1;24,75008;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;250;1;24,84908;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;251;1;24,94808;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;252;1;25,04708;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;253;1;25,14608;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;254;1;25,24508;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;255;1;25,34408;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;256;1;25,44308;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;257;1;25,54209;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;258;1;25,64109;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;259;1;25,74009;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;260;1;25,83909;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;261;1;25,93809;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;262;1;26,03709;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;263;1;26,13609;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;264;1;26,23509;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;265;1;26,33409;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;266;1;26,43309;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;267;1;26,53209;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;268;1;26,6311;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;269;1;26,7301;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;270;1;26,8291;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;271;1;26,9281;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;272;1;27,0271;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;273;1;27,1261;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;274;1;27,2251;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;275;1;27,3241;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;276;1;27,4231;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;277;1;27,5221;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;278;1;27,62111;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;279;1;27,72011;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;280;1;27,81911;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;281;1;27,91811;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;282;1;28,01711;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;283;1;28,11611;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;284;1;28,21511;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;285;1;28,31411;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;286;1;28,41311;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;287;1;28,51211;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;288;1;28,61111;0;0;0;1;1;1;1;0;0;1;0;0
-3590;0;289;1;28,71012;0;0;0;1;1;1;1;0;0;1;0;0
