agent_id;episode;step;action;reward;hasTreasure;enemyVisible;enemyInRange;treasureOnMap;distTreasure;distEnemy;distBase;health
-1290;2;3601;4;42,89799;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3602;4;42,89699;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3603;4;42,89599;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3604;1;42,89499;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3605;1;42,89399;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3606;1;42,89299;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3607;1;42,89199;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3608;1;42,89099;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3609;1;42,88999;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3610;1;42,88899;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3611;1;42,88799;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3612;1;42,88699;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3613;1;42,88599;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3614;4;42,88499;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3615;4;42,884;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3616;4;42,883;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3617;4;42,882;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3618;4;42,881;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3619;4;42,88;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3620;4;42,879;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3621;4;42,878;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3622;4;42,877;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3623;4;42,876;0;1;1;0;1;0,01509523;0,009166666;0,6
-1290;2;3624;1;42,875;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3625;1;42,874;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3626;1;42,873;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3627;1;42,872;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3628;1;42,871;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3629;4;42,87;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3630;4;42,869;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3631;4;42,868;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3632;4;42,867;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3633;4;42,866;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3634;4;42,86501;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3635;4;42,86401;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3636;4;42,86301;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3637;4;42,91201;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3638;4;42,91101;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3639;4;42,91001;0;1;1;0;1;0,01509523;0,009166666;0,5
-1290;2;3640;4;42,90901;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3641;4;42,90801;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3642;4;42,90701;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3643;4;42,90601;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3644;2;42,90501;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3645;2;42,90401;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3646;2;42,90301;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3647;2;42,90201;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3648;2;42,90101;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3649;4;42,90001;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3650;4;42,89901;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3651;4;42,89801;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3652;4;42,89701;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3653;4;42,89602;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3654;4;42,89502;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3655;4;42,89402;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3656;4;42,89302;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3657;4;42,89202;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3658;4;42,89102;0;1;1;0;1;0,01509523;0,009166666;0,4
-1290;2;3659;1;42,89002;0;1;1;1;0,4582976;0,01509523;0,009166666;0,4
-1290;2;3660;1;42,88902;0;1;1;1;0,4582857;0,01508532;0,009166677;0,4
-1290;2;3661;1;42,88802;0;1;1;1;0,4582443;0,01505067;0,009166867;0,4
-1290;2;3662;1;42,88702;0;1;1;1;0,4581881;0,01500385;0,009167511;0,4
-1290;2;3663;1;42,88602;0;1;1;1;0,4580758;0,01491058;0,009170134;0,4
-1290;2;3664;1;42,88502;0;1;1;1;0,4579498;0,01480659;0,009175189;0,4
-1290;2;3665;1;42,88402;0;1;1;1;0,4577948;0,01467955;0,009184468;0,4
-1290;2;3666;1;42,88302;0;1;1;1;0,4576385;0,01455239;0,009197239;0,4
-1290;2;3667;1;42,88202;0;1;1;1;0,4574867;0,01442995;0,009212899;0,4
-1290;2;3668;1;42,88102;0;1;1;1;0,4573351;0,01430861;0,009231745;0,4
-1290;2;3669;1;42,88002;0;1;1;1;0,4571606;0,01417023;0,009257362;0,4
-1290;2;3670;1;42,87902;0;1;1;1;0,4570012;0,01404516;0,009284385;0,4
-1290;2;3671;1;42,87803;0;1;1;1;0,4568403;0,01392003;0,009315182;0,4
-1290;2;3672;1;42,87703;0;1;1;1;0,4566834;0,01379927;0,009348549;0,4
-1290;2;3673;1;42,87603;0;1;1;1;0,4565318;0,01368373;0,009383908;0,4
-1290;2;3674;1;42,87503;0;1;1;1;0,4563745;0,01356512;0,009423785;0,3
